"lang"
{
  "Language"		"English"
    "DOTA_Tooltip_Ability_defender_defend_Description"          "The Defender has a %ranged_repel_chance%%% chance to repel long-range attacks. It also reduces the damage received from ranged attacks by %ranged_damage_reduction%%%, and spell damage by %spell_damage_reduction%%%."
    "DOTA_Tooltip_modifier_defender_defend"                     "Defend"
    "DOTA_Tooltip_modifier_defender_defend_Description"         "Has a chance to repel long-range attacks."

    "DOTA_Tooltip_Ability_heavy_gunner_critical_strike"                   "Critical Strike"
    "DOTA_Tooltip_Ability_heavy_gunner_critical_strike_Description"       "The Heavy Gunner has a %crit_chance%%% chance to do %crit_damage%%% damage on each attack."
    "DOTA_Tooltip_Ability_marksman_critical_strike"                       "Critical Strike"
    "DOTA_Tooltip_Ability_marksman_critical_strike_Description"           "The Marksman has a %crit_chance%%% chance to do %crit_damage%%% damage on each attack."

    "DOTA_Tooltip_Ability_passive_chain_lightning"              "Chain Lightning"
    "DOTA_Tooltip_Ability_passive_chain_lightning_Description"  "Grants a %trigger_chance%%% chance on attack to release a bolt of electricity that jumps between %max_targets% targets. Damage is reduced with each bounce."
    "DOTA_Tooltip_Ability_passive_chain_lightning_initial_damage"  "Initial Damage"
    
    "DOTA_Tooltip_Ability_crusader_bash"                        "Bash" 
    "DOTA_Tooltip_Ability_crusader_bash_Description"            "Grants a %bash_chance%%  chance on attack to bash the target, stunning them for %bash_duration% seconds." 
    "DOTA_Tooltip_Ability_crusader_blessing"                    "Blessing"
    "DOTA_Tooltip_Ability_crusader_blessing_Description"        "Blesses a nearby ally, strengthing their will to fight"
    "DOTA_Tooltip_Ability_crusader_blessing_duration"           "Duration:"
    "DOTA_Tooltip_Ability_crusader_blessing_armor_bonus"        "Armor:"
    "DOTA_Tooltip_Ability_crusader_blessing_regen_bonus"        "Bonus Health Regen:"
    "DOTA_Tooltip_Ability_crusader_blessing_health_bonus"       "Bonus Health:"
    "DOTA_Tooltip_modifier_crusader_blessing"                   "Blessing"
    "DOTA_Tooltip_modifier_crusader_blessing_Description"       "Increased Armor and Health Regen"
    "DOTA_Tooltip_Ability_crusader_resurrection"                "Resurrection" 
    "DOTA_Tooltip_Ability_crusader_resurrection_Description"    "Resurrects an allied non-legendary unit." 
    "DOTA_Tooltip_Ability_crusader_armor_aura"                  "Devotion Aura" 
    "DOTA_Tooltip_Ability_crusader_armor_aura_Description"      "Increases the armor of nearby friendly units" 
    "DOTA_Tooltip_Ability_crusader_armor_aura_armor_bonus"      "Armor Bonus:" 
    "DOTA_Tooltip_Ability_crusader_armor_aura_radius"           "Aura Radius:" 
    "DOTA_Tooltip_modifier_devotion_aura"                       "Devotion Aura"
    "DOTA_Tooltip_modifier_devotion_aura_Description"           "Increasing armor of nearby friendly units."
    "DOTA_Tooltip_modifier_devotion_aura_buff"                  "Devotion Aura Armor."
    "DOTA_Tooltip_modifier_devotion_aura_buff_Description"      "Gaining armor from an aura."

    "DOTA_Tooltip_Ability_chamber_of_darkness"                  "Chamber of Darkness" 
    "DOTA_Tooltip_Ability_chamber_of_darkness_radius"           "RADIUS:" 
    "DOTA_Tooltip_Ability_chamber_of_darkness_damage"           "DAMAGE:" 
    "DOTA_Tooltip_Ability_chamber_of_darkness_Description"      "The Warlock unleashes his Chamber of Darkness, dealing damage to nearby enemies." 

    "DOTA_Tooltip_Ability_holy_power"               "Holy Power"
    "DOTA_Tooltip_Ability_holy_power_Description"   "Blesses nearby units, permanently granting them bonus attack speed."
    "DOTA_Tooltip_modifier_holy_power"              "Holy Power"
    "DOTA_Tooltip_modifier_holy_power_Description"  "Attack speed increased."
    
    "DOTA_Tooltip_Ability_artillery_fire"                       "Fire Artillery" 
    "DOTA_Tooltip_Ability_artillery_fire_Description"           "Shoots artillery shells at the enemy base. Deals 300-400 siege damage. Not very accurate but very destructive if it hits the target. Strong AOE damage." 
    
    "DOTA_Tooltip_Ability_call_to_arms"                         "Call To Arms"
    "DOTA_Tooltip_Ability_call_to_arms_Description"             "Buffs %targets% different friendly training buildings. Their next spawn will train an additonal unit."
    "DOTA_Tooltip_modifier_call_to_arms_buff"                   "Call To Arms"
    "DOTA_Tooltip_modifier_call_to_arms_buff_Description"       "The next spawn will train an additional unit"

    
    //////////////////////
    // Naga Race
    //////////////////////
    "murloc"                   "Murloc"
    "murloc_warrior"           "Murloc Warrior"
    "murloc_champion"          "Murloc Champion"
    "murloc_assassin"          "Murloc Assassin"
    "suupmolk"                 "Suupmolk"
    "ancient_hydra"            "Ancient Hydra"
    "hydra"                    "Hydra"
    "lesser_hydra"             "Lesser Hydra"
    "winged_serpent"           "Winged Serpent"
    "naga_guardian"            "Naga Guardian"
    "royal_guard"              "Royal Guard"
    "dragon_turtle"            "Dragon Turtle"
    "naga_siren"               "Naga Siren"
    "naga_lobster"             "Naga Lobster"

    "murloc_hut"             "Murloc Hut"
    "murloc_camp"            "Murloc Camp"
    "murloc_village"         "Murloc Village"
    "murloc_fortress"        "Murloc Fortress"
    "swamp_well"             "Swamp Well"
    "lernaean_fountain"      "Lernaean Fountain"
    "temple_of_snakes"       "Temple Of Snakes"
    "spawning_grounds"       "Spawning Grounds"
    "royal_spawning_grounds" "Royal Spawning Grounds"
    "reptile_pool"           "Reptile Pool"
    "naga_spring"            "Naga Spring"
    "ancient_pyramid"        "Ancient Pyramid"
    "oracle_of_sirens"       "Oracle Of Sirens"
    "coral_statue"           "Coral Statue"
    "tidal_guardian"         "Tidal Guardian"

    // Buildings

    "DOTA_Tooltip_Ability_build_murloc_hut"                  "Build Murloc Hut"
    "DOTA_Tooltip_Ability_build_murloc_hut_Lore"             "Upgrades: 3"
    "DOTA_Tooltip_Ability_build_murloc_hut_Description"      "<font color='#62bc25'>Unit Trainer</font>\n<h1>Murloc (2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored"
    "DOTA_Tooltip_Ability_train_murloc"                      "Train Murloc"
    "DOTA_Tooltip_Ability_train_murloc_Description"          "<h1>Murloc (2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored"

    "DOTA_Tooltip_Ability_upgrade_murloc_camp"               "Upgrade Murloc Camp"
    "DOTA_Tooltip_Ability_upgrade_murloc_camp_Lore"          "Upgrades (2)"
    "DOTA_Tooltip_Ability_upgrade_murloc_camp_Description"   "<font color='#62bc25'>Unit Trainer</font>\n<h1>Murloc Warrior (2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Critical Strike (10%%, 2x)"
    "DOTA_Tooltip_Ability_train_murloc_warrior"                 "Train Murloc Warrior"
    "DOTA_Tooltip_Ability_train_murloc_warrior_Description"     "<h1>Murloc Warrior (2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Critical Strike (10%%, 2x)"

    "DOTA_Tooltip_Ability_upgrade_murloc_village"                "Upgrade Murloc Village"
    "DOTA_Tooltip_Ability_upgrade_murloc_village_Lore"           "Upgrades (1)"
    "DOTA_Tooltip_Ability_upgrade_murloc_village_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Murloc Champion(2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Critical Strike (10%%, 2x)<br>- Cleaving Attack (25%%)<br>- Evade (8%%)<br>- Bash (15%, 25 dmg, 2 sec)"
    "DOTA_Tooltip_Ability_train_murloc_champion"                 "Train Murloc Champion"
    "DOTA_Tooltip_Ability_train_murloc_champion_Description"     "<h1>Murloc Champion(2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Critical Strike (10%%, 2x)<br>- Cleaving Attack (25%%)<br>- Evade (8%%)<br>- Bash (15%, 25 dmg, 2 sec)"

    "DOTA_Tooltip_Ability_upgrade_murloc_fortress"               "Upgrade Murloc Fortress"
    "DOTA_Tooltip_Ability_upgrade_murloc_fortress_Description"   "<font color='#62bc25'>Unit Trainer</font>\n<h1>Murloc Assassin(2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Critical Strike (20%%, 2x)<br>- Cleaving Attack (30%%)<br>- Evade (15%%)<br>- Bash (15%, 25 dmg, 2 sec)<br>- Feedback (25 mana)"
    "DOTA_Tooltip_Ability_train_murloc_assassin"                 "Train Murloc Assassin"
    "DOTA_Tooltip_Ability_train_murloc_assassin_Description"     "<h1>Murloc Assassin(2x)</h1>Attack: Normal (melee)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Critical Strike (20%%, 2x)<br>- Cleaving Attack (30%%)<br>- Evade (15%%)<br>- Bash (15%, 25 dmg, 2 sec)<br>- Feedback (25 mana)"

    "DOTA_Tooltip_Ability_build_swamp_well"                      "Build Swamp Well"
    "DOTA_Tooltip_Ability_build_swamp_well_Lore"                 "Upgrades: 1"
    "DOTA_Tooltip_Ability_build_swamp_well_Description"          "<font color='#62bc25'>Unit Trainer</font>\n<h1>Suupmolk</h1>Attack: Normal (325 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Poison Attack (35%% slow, 4dps, 2s)"
    "DOTA_Tooltip_Ability_train_suupmolk"                        "Train Suupmolk"
    "DOTA_Tooltip_Ability_train_suupmolk_Description"            "<h1>Suupmolk</h1>Attack: Normal (325 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Poison Attack (35%% slow, 4dps, 2s)"

    "DOTA_Tooltip_Ability_upgrade_lernaean_fountain"             "Upgrade Lernaean Fountain"
    "DOTA_Tooltip_Ability_upgrade_lernaean_fountain_Description" "<font color='#62bc25'>Unit Trainer</font>\n<h1>Ancient Hydra</h1>Attack: Chaos (500 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Poison Attack (35%% slow, 25dps, 2s)<br>- Splash Damage<br>- Legendary Spell Resistance<br>- Split (divides into two smaller Hydras on death)"
    "DOTA_Tooltip_Ability_train_ancient_hydra"                   "Train Ancient Hydra"
    "DOTA_Tooltip_Ability_train_ancient_hydra_Description"       "<h1>Ancient Hydra</h1>Attack: Chaos (500 range)<br>Armor: Medium\n\n<h1>Abilities:</h1>- Poison Attack (35%% slow, 25dps, 2s)<br>- Splash Damage<br>- Legendary Spell Resistance<br>- Split (divides into two smaller Hydras on death)"

    "DOTA_Tooltip_Ability_build_temple_of_snakes"                "Build Temple Of Snakes"
    "DOTA_Tooltip_Ability_build_temple_of_snakes_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Winged Serpent</h1>Attack: Magic (420 range)<br>Armor: Light\n\n<h1>Abilities:</h1>- Flying<br>- Bouncing Attack (3 targets, 30%% less each bounces)"
    "DOTA_Tooltip_Ability_train_winged_serpent"                  "Train Winged Serpent"
    "DOTA_Tooltip_Ability_train_winged_serpent_Description"      "<h1>Winged Serpent</h1>Attack: Magic (420 range)<br>Armor: Light\n\n<h1>Abilities:</h1>- Flying<br>- Bouncing Attack (3 targets, 30%% less each bounces)"

    "DOTA_Tooltip_Ability_build_spawning_grounds"                "Build Spawning Grounds"
    "DOTA_Tooltip_Ability_build_spawning_grounds_Lore"           "Upgrades: 1"
    "DOTA_Tooltip_Ability_build_spawning_grounds_Description"    "<font color='#62bc25'>Unit Trainer</font>\n<h1>Naga Guardian</h1>Attack: Pierce (melee)<br>Armor: Heavy\n\n<h1>Abilities:</h1>- Cleaving Attack (35%%)"
    "DOTA_Tooltip_Ability_train_naga_guardian"                   "Train Naga Guardian"
    "DOTA_Tooltip_Ability_train_naga_guardian_Description"       "<h1>Naga Guardian</h1>Attack: Pierce (melee)<br>Armor: Heavy\n\n<h1>Abilities:</h1>- Cleaving Attack (35%%)"

    "DOTA_Tooltip_Ability_upgrade_royal_spawning_grounds"               "Upgrade Royal Spawning Grounds"
    "DOTA_Tooltip_Ability_upgrade_royal_spawning_grounds_Description"   "<font color='#62bc25'>Unit Trainer</font>\n<h1>Royal Guard</h1>Attack: Pierce (melee)<br>Armor: Heavy\n\n<h1>Abilities:</h1>- Cleaving Attack (50%%)<br>- Critical Strike (10%%, 2x)"
    "DOTA_Tooltip_Ability_train_royal_guard"                  "Train Royal Guard"
    "DOTA_Tooltip_Ability_train_royal_guard_Description"      "<h1>Royal Guard</h1>Attack: Pierce (melee)<br>Armor: Heavy\n\n<h1>Abilities:</h1>- Cleaving Attack (50%%)<br>- Critical Strike (10%%, 2x)"

    "DOTA_Tooltip_Ability_build_reptile_pool"                 "Build Reptile Pool"
    "DOTA_Tooltip_Ability_build_reptile_pool_Description"     "<font color='#995a0a'>Siege Trainer</font>\n<h1>Dragon Turtle</h1>Attack: Siege (550 range)<br>Armor: Heavy\n\n<h1>Abilities:</h1>- Bash (15%, 25 dmg, 2s)<br>- Thornshell (35%%)"
    "DOTA_Tooltip_Ability_train_dragon_turtle"                "Train Dragon Turtle"
    "DOTA_Tooltip_Ability_train_dragon_turtle_Description"    "<h1>Dragon Turtle</h1>Attack: Siege (550 range)<br>Armor: Heavy\n\n<h1>Abilities:</h1>- Bash (15%, 25 dmg, 2s)<br>- Thornshell (35%%)"
    
    "DOTA_Tooltip_Ability_build_naga_spring"                  "Build Naga Spring"
    "DOTA_Tooltip_Ability_build_naga_spring_Description"      "<font color='#62bc25'>Unit Trainer</font>\n<h1>Naga Siren</h1>Attack: Chaos (400 range)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Purge <br>- Summon Lobsters"
    "DOTA_Tooltip_Ability_train_naga_siren"                   "Train Naga Siren"
    "DOTA_Tooltip_Ability_train_naga_siren_Description"       "<h1>Naga Siren</h1>Attack: Chaos (400 range)<br>Armor: Unarmored\n\n<h1>Abilities:</h1>- Purge <br>- Summon Lobsters"

    // Item Buildings
    "DOTA_Tooltip_Ability_item_build_ancient_pyramid"               "Build Ancient Pyramid"
    "DOTA_Tooltip_Ability_item_build_ancient_pyramid_Description"   "<font color='#C40000'>Killing Building</font>\nAbility: Earthquake\nShakes the ground under a random enemy unit, causing damage and slowing all enemy units in the area around the unit. Deals 60 spell damage, slows down by 50%% for 10 seconds"
    
    "DOTA_Tooltip_Ability_item_build_oracle_of_sirens"              "Build Oracle Of Sirens"
    "DOTA_Tooltip_Ability_item_build_oracle_of_sirens_Description"  "<font color='#C40000'>Killing Building</font>\nAbility: Control Enemy\nGain control over a random non-legendary enemy unit"
    
    "DOTA_Tooltip_Ability_item_build_coral_statue"                  "Build Coral Statue"
    "DOTA_Tooltip_Ability_item_build_coral_statue_Description"      "<font color='#FFBF00'>Support Building</font>\nPassive: Restore Area\nIncreases the life regeneration of nearby allied units to 7.5 HP / SEC, as well as the regeneration of buildings 2.5 HP / SEC.)"
    
    "DOTA_Tooltip_Ability_item_build_tidal_guardian"                "Build Tidal Guardian"
    "DOTA_Tooltip_Ability_item_build_tidal_guardian_Description"    "<font color='#C40000'>Killing Building</font>\nAbility: Tsunami\nThrows a huge wave in the direction of a random enemy unit. The wave deals 270 damage to all ground enemy units in its path."

    // Abilities
    "DOTA_Tooltip_Ability_earthquake"                           "Earthquake"
    "DOTA_Tooltip_Ability_earthquake_Description"               "Shakes the ground under a random enemy unit, causing damage and slowing all enemy units in the area around the unit."
    "DOTA_Tooltip_Ability_earthquake_damage"                    "DAMAGE:"
    "DOTA_Tooltip_Ability_earthquake_slow_pct"                  "SLOW:"
    "DOTA_Tooltip_Ability_earthquake_slow_duration"             "DURATION:"
